"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2025-07-29 22:54:03","1392892333","DOGEUSDC","Stop-Market","SELL","0","96DOGE","2025-07-29 22:57:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 22:29:02","2271080005","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 22:30:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 22:27:03","2271076212","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 22:27:51","0.028SOL","181.19","5.07332USDC","FILLED"
"2025-07-29 22:26:02","2271074660","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 23:45:49","0.028SOL","181","5.068USDC","FILLED"
"2025-07-29 22:25:02","2271072303","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 22:26:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 22:02:02","2271010536","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 22:03:34","0.028SOL","181.11","5.07108USDC","FILLED"
"2025-07-29 22:01:02","2271007636","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 22:02:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 22:00:07","2271004901","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 22:00:07","0.028SOL","181.14","5.07192USDC","FILLED"
"2025-07-29 22:00:05","1092302706","ADAUSDC","Stop-Market","SELL","0","158.7ADA","2025-07-29 22:00:07","158.7ADA","0.7822","124.13514USDC","FILLED"
"2025-07-29 21:59:03","2271001245","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 21:59:19","0.028SOL","181.25","5.075USDC","FILLED"
"2025-07-29 21:59:03","1392804667","DOGEUSDC","Stop-Market","SELL","0","199DOGE","2025-07-29 21:59:06","199DOGE","0.22355447","44.48734USDC","FILLED"
"2025-07-29 21:59:02","1092301283","ADAUSDC","Stop-Market","SELL","0","132.5ADA","2025-07-29 22:00:05","0ADA","0","0USDC","CANCELED"
"2025-07-29 21:58:03","1392803497","DOGEUSDC","Stop-Market","SELL","0","72DOGE","2025-07-29 21:59:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 21:58:03","2270998207","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 21:59:04","0SOL","0","0USDC","CANCELED"
"2025-07-29 21:58:02","1092300527","ADAUSDC","Stop-Market","SELL","0","132.8ADA","2025-07-29 21:59:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 21:57:04","2270993513","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 21:58:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 21:57:02","1392801337","DOGEUSDC","Stop-Market","SELL","0","72DOGE","2025-07-29 21:58:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 21:57:01","1092298860","ADAUSDC","Stop-Market","SELL","0","102.7ADA","2025-07-29 21:58:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 21:56:02","2270991340","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 21:57:04","0SOL","0","0USDC","CANCELED"
"2025-07-29 21:55:03","2270990920","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 21:56:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 21:54:03","2270990424","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 21:55:04","0SOL","0","0USDC","CANCELED"
"2025-07-29 21:00:05","1392716691","DOGEUSDC","Stop-Market","BUY","0","611DOGE","2025-07-29 21:56:55","611DOGE","0.22311111","136.32089USDC","FILLED"
"2025-07-29 20:40:03","2270795038","SOLUSDC","Stop-Market","BUY","0","0.091SOL","2025-07-29 20:40:23","0.091SOL","179.88","16.36908USDC","FILLED"
"2025-07-29 20:39:03","2270791204","SOLUSDC","Stop-Market","BUY","0","0.06SOL","2025-07-29 20:40:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 20:38:01","2270786638","SOLUSDC","Stop-Market","BUY","0","0.045SOL","2025-07-29 20:39:04","0SOL","0","0USDC","CANCELED"
"2025-07-29 20:35:03","2270771428","SOLUSDC","Stop-Market","BUY","0","0.219SOL","2025-07-29 20:35:12","0.219SOL","180.28","39.48132USDC","FILLED"
"2025-07-29 20:34:02","2270764913","SOLUSDC","Stop-Market","BUY","0","0.161SOL","2025-07-29 20:35:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 20:33:01","2270759563","SOLUSDC","Stop-Market","BUY","0","0.109SOL","2025-07-29 20:34:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 20:25:02","1392615207","DOGEUSDC","Stop-Market","SELL","0","5DOGE","2025-07-29 20:25:06","5DOGE","0.22238","1.1119USDC","FILLED"
"2025-07-29 20:24:03","1392611193","DOGEUSDC","Stop-Market","SELL","0","235DOGE","2025-07-29 20:24:27","235DOGE","0.22267021","52.3275USDC","FILLED"
"2025-07-29 20:23:03","1392607286","DOGEUSDC","Stop-Market","SELL","0","206DOGE","2025-07-29 20:24:35","206DOGE","0.22255","45.8453USDC","FILLED"
"2025-07-29 20:22:02","1392602029","DOGEUSDC","Stop-Market","SELL","0","167DOGE","2025-07-29 20:23:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 20:18:01","1092127295","ADAUSDC","Stop-Market","BUY","0","33.5ADA","2025-07-29 20:18:04","33.5ADA","0.7735","25.91225USDC","FILLED"
"2025-07-29 20:13:01","1092111827","ADAUSDC","Stop-Market","BUY","0","64.7ADA","2025-07-29 20:13:13","64.7ADA","0.7714","49.90958USDC","FILLED"
"2025-07-29 20:12:02","1392561164","DOGEUSDC","Stop-Market","BUY","0","237DOGE","2025-07-29 20:13:08","237DOGE","0.21982899","52.09947USDC","FILLED"
"2025-07-29 20:12:02","1092109251","ADAUSDC","Stop-Market","BUY","0","55.6ADA","2025-07-29 20:13:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 20:11:02","1392556900","DOGEUSDC","Stop-Market","BUY","0","183DOGE","2025-07-29 20:12:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 20:11:01","1092106111","ADAUSDC","Stop-Market","BUY","0","45.7ADA","2025-07-29 20:12:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 20:10:01","1092101264","ADAUSDC","Stop-Market","BUY","0","30ADA","2025-07-29 20:11:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 20:10:01","1392551481","DOGEUSDC","Stop-Market","BUY","0","131DOGE","2025-07-29 20:11:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 20:09:01","1392547959","DOGEUSDC","Stop-Market","BUY","0","118DOGE","2025-07-29 20:10:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 20:08:00","1392545207","DOGEUSDC","Stop-Market","BUY","0","96DOGE","2025-07-29 20:09:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 20:00:05","1392521204","DOGEUSDC","Stop-Market","BUY","0","491DOGE","2025-07-29 21:00:06","0DOGE","0","0USDC","CANCELED"
"2025-07-29 19:30:03","1392461361","DOGEUSDC","Stop-Market","BUY","0","23DOGE","2025-07-29 19:30:51","23DOGE","0.22122783","5.08824USDC","FILLED"
"2025-07-29 19:29:01","1092026672","ADAUSDC","Stop-Market","BUY","0","6.7ADA","2025-07-29 19:29:34","6.7ADA","0.7771","5.20657USDC","FILLED"
"2025-07-29 19:28:00","1392457082","DOGEUSDC","Stop-Market","BUY","0","260DOGE","2025-07-29 19:28:42","260DOGE","0.22111","57.4886USDC","FILLED"
"2025-07-29 19:28:00","1092025278","ADAUSDC","Stop-Market","BUY","0","53.8ADA","2025-07-29 19:28:46","53.8ADA","0.7768","41.79184USDC","FILLED"
"2025-07-29 19:19:02","2270462133","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 19:20:02","0.028SOL","182.13","5.09964USDC","FILLED"
"2025-07-29 19:19:02","1392429999","DOGEUSDC","Stop-Market","SELL","0","8DOGE","2025-07-29 19:19:37","8DOGE","0.2235125","1.7881USDC","FILLED"
"2025-07-29 19:00:04","1392390928","DOGEUSDC","Stop-Market","BUY","0","531DOGE","2025-07-29 19:15:51","531DOGE","0.22359544","118.72918USDC","FILLED"
"2025-07-29 17:59:01","2270235542","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 18:00:05","0SOL","0","0USDC","CANCELED"
"2025-07-29 17:56:03","2270228107","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 18:03:21","0.028SOL","181.25","5.075USDC","FILLED"
"2025-07-29 17:55:03","2270223610","SOLUSDC","Stop-Market","SELL","0","0.028SOL","2025-07-29 17:56:04","0SOL","0","0USDC","CANCELED"
"2025-07-29 17:46:01","1392241752","DOGEUSDC","Stop-Market","BUY","0","211DOGE","2025-07-29 17:46:10","211DOGE","0.22251","46.94961USDC","FILLED"
"2025-07-29 17:46:01","2270196871","SOLUSDC","Stop-Market","BUY","0","0.029SOL","2025-07-29 17:46:12","0.029SOL","180.84","5.24436USDC","FILLED"
"2025-07-29 17:46:00","1091856471","ADAUSDC","Stop-Market","BUY","0","6.6ADA","2025-07-29 17:46:12","6.6ADA","0.7816","5.15856USDC","FILLED"
"2025-07-29 17:45:04","2270193559","SOLUSDC","Stop-Market","BUY","0","0.15SOL","2025-07-29 17:45:32","0.15SOL","180.71","27.1065USDC","FILLED"
"2025-07-29 17:45:03","1392238763","DOGEUSDC","Stop-Market","BUY","0","186DOGE","2025-07-29 17:46:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:44:01","1091852828","ADAUSDC","Stop-Market","BUY","0","47ADA","2025-07-29 17:44:17","47ADA","0.7817","36.7399USDC","FILLED"
"2025-07-29 17:44:01","1392236164","DOGEUSDC","Stop-Market","BUY","0","122DOGE","2025-07-29 17:45:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:44:01","2270190889","SOLUSDC","Stop-Market","BUY","0","0.088SOL","2025-07-29 17:45:05","0SOL","0","0USDC","CANCELED"
"2025-07-29 17:43:02","1392232882","DOGEUSDC","Stop-Market","BUY","0","122DOGE","2025-07-29 17:44:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:43:02","2270186482","SOLUSDC","Stop-Market","BUY","0","0.089SOL","2025-07-29 17:44:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 17:43:02","1091850421","ADAUSDC","Stop-Market","BUY","0","35ADA","2025-07-29 17:44:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 17:42:02","2270183581","SOLUSDC","Stop-Market","BUY","0","0.072SOL","2025-07-29 17:43:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 17:42:01","1392229689","DOGEUSDC","Stop-Market","BUY","0","106DOGE","2025-07-29 17:43:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:42:00","1091848390","ADAUSDC","Stop-Market","BUY","0","28.2ADA","2025-07-29 17:43:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 17:35:03","1392211370","DOGEUSDC","Stop-Market","SELL","0","249DOGE","2025-07-29 17:35:28","249DOGE","0.2236","55.6764USDC","FILLED"
"2025-07-29 17:33:02","1392206006","DOGEUSDC","Stop-Market","SELL","0","51DOGE","2025-07-29 17:35:28","51DOGE","0.2236","11.4036USDC","FILLED"
"2025-07-29 17:31:01","1392198260","DOGEUSDC","Stop-Market","SELL","0","40DOGE","2025-07-29 17:32:01","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:30:03","1392193486","DOGEUSDC","Stop-Market","SELL","0","52DOGE","2025-07-29 17:33:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:30:03","1392193591","DOGEUSDC","Stop-Market","SELL","0","230DOGE","2025-07-29 17:35:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:18:03","1392156293","DOGEUSDC","Stop-Market","SELL","0","241DOGE","2025-07-29 17:18:47","241DOGE","0.22304","53.75264USDC","FILLED"
"2025-07-29 17:18:02","1392156286","DOGEUSDC","Stop-Market","SELL","0","170DOGE","2025-07-29 17:18:35","170DOGE","0.22319441","37.94305USDC","FILLED"
"2025-07-29 17:17:02","1392154351","DOGEUSDC","Stop-Market","SELL","0","142DOGE","2025-07-29 17:18:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:15:04","1392148813","DOGEUSDC","Stop-Market","SELL","0","119DOGE","2025-07-29 17:17:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:15:04","1392148809","DOGEUSDC","Stop-Market","SELL","0","187DOGE","2025-07-29 17:18:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:14:02","1392145448","DOGEUSDC","Stop-Market","SELL","0","89DOGE","2025-07-29 17:15:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:13:02","1392141557","DOGEUSDC","Stop-Market","SELL","0","70DOGE","2025-07-29 17:14:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:12:02","1392139555","DOGEUSDC","Stop-Market","SELL","0","143DOGE","2025-07-29 17:15:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 17:00:03","1392104625","DOGEUSDC","Stop-Market","BUY","0","35DOGE","2025-07-29 17:04:04","35DOGE","0.22205314","7.77186USDC","FILLED"
"2025-07-29 16:54:02","1392087852","DOGEUSDC","Stop-Market","SELL","0","44DOGE","2025-07-29 16:54:32","44DOGE","0.22127455","9.73608USDC","FILLED"
"2025-07-29 16:53:01","1392085017","DOGEUSDC","Stop-Market","SELL","0","44DOGE","2025-07-29 16:54:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:52:03","1091753191","ADAUSDC","Stop-Market","SELL","0","197.3ADA","2025-07-29 16:52:45","197.3ADA","0.7803","153.95319USDC","FILLED"
"2025-07-29 16:52:01","1392082178","DOGEUSDC","Stop-Market","SELL","0","231DOGE","2025-07-29 16:52:45","231DOGE","0.22124","51.10644USDC","FILLED"
"2025-07-29 16:51:03","1392079079","DOGEUSDC","Stop-Market","SELL","0","233DOGE","2025-07-29 16:52:45","233DOGE","0.22124","51.54892USDC","FILLED"
"2025-07-29 16:50:02","1091749072","ADAUSDC","Stop-Market","SELL","0","197.3ADA","2025-07-29 16:52:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:50:02","1392075627","DOGEUSDC","Stop-Market","SELL","0","167DOGE","2025-07-29 16:51:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:49:02","1091746366","ADAUSDC","Stop-Market","SELL","0","169.4ADA","2025-07-29 16:50:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:45:05","1392052520","DOGEUSDC","Stop-Market","BUY","0","254DOGE","2025-07-29 16:46:57","254DOGE","0.2206","56.0324USDC","FILLED"
"2025-07-29 16:42:01","1091726390","ADAUSDC","Stop-Market","BUY","0","6.7ADA","2025-07-29 16:42:37","6.7ADA","0.7754","5.19518USDC","FILLED"
"2025-07-29 16:42:01","1392041003","DOGEUSDC","Stop-Market","BUY","0","508DOGE","2025-07-29 16:42:02","508DOGE","0.21979","111.65332USDC","FILLED"
"2025-07-29 16:40:02","1091718844","ADAUSDC","Stop-Market","BUY","0","36ADA","2025-07-29 16:40:33","36ADA","0.7718","27.7848USDC","FILLED"
"2025-07-29 16:40:01","1392029498","DOGEUSDC","Stop-Market","BUY","0","208DOGE","2025-07-29 16:40:20","208DOGE","0.21855","45.4584USDC","FILLED"
"2025-07-29 16:39:01","1392024030","DOGEUSDC","Stop-Market","BUY","0","394DOGE","2025-07-29 16:42:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:39:01","1091715601","ADAUSDC","Stop-Market","BUY","0","30ADA","2025-07-29 16:40:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:39:01","1091715622","ADAUSDC","Stop-Market","BUY","0","126.7ADA","2025-07-29 16:40:44","126.7ADA","0.7726","97.88842USDC","FILLED"
"2025-07-29 16:36:02","1091699485","ADAUSDC","Stop-Market","BUY","0","95ADA","2025-07-29 16:39:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:36:02","1391995719","DOGEUSDC","Stop-Market","BUY","0","398DOGE","2025-07-29 16:39:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:33:02","1091687295","ADAUSDC","Stop-Market","BUY","0","76.9ADA","2025-07-29 16:36:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:33:02","1391976054","DOGEUSDC","Stop-Market","BUY","0","333DOGE","2025-07-29 16:36:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:30:04","1391961326","DOGEUSDC","Stop-Market","BUY","0","79DOGE","2025-07-29 16:45:05","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:30:03","1391961289","DOGEUSDC","Stop-Market","BUY","0","258DOGE","2025-07-29 16:33:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:30:02","1091678123","ADAUSDC","Stop-Market","BUY","0","60.9ADA","2025-07-29 16:33:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:27:00","1391947467","DOGEUSDC","Stop-Market","BUY","0","207DOGE","2025-07-29 16:30:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:24:01","1091659147","ADAUSDC","Stop-Market","BUY","0","47.9ADA","2025-07-29 16:30:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:16:01","2269717225","SOLUSDC","Stop-Market","BUY","0","0.031SOL","2025-07-29 16:16:05","0.031SOL","179.82","5.57442USDC","FILLED"
"2025-07-29 16:15:04","1391875383","DOGEUSDC","Stop-Market","BUY","0","42DOGE","2025-07-29 16:30:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:15:04","2269711031","SOLUSDC","Stop-Market","BUY","0","0.03SOL","2025-07-29 16:15:07","0.03SOL","179.84","5.3952USDC","FILLED"
"2025-07-29 16:14:01","2269705862","SOLUSDC","Stop-Market","BUY","0","0.212SOL","2025-07-29 16:14:19","0.212SOL","179.69","38.09428USDC","FILLED"
"2025-07-29 16:14:01","1091618333","ADAUSDC","Stop-Market","BUY","0","18.5ADA","2025-07-29 16:14:29","18.5ADA","0.77756162","14.38489USDC","FILLED"
"2025-07-29 16:13:02","1091614245","ADAUSDC","Stop-Market","BUY","0","27.9ADA","2025-07-29 16:13:08","27.9ADA","0.7762","21.65598USDC","FILLED"
"2025-07-29 16:13:01","2269698917","SOLUSDC","Stop-Market","BUY","0","0.105SOL","2025-07-29 16:14:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 16:12:02","1091611291","ADAUSDC","Stop-Market","BUY","0","12.7ADA","2025-07-29 16:13:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:12:02","2269692542","SOLUSDC","Stop-Market","BUY","0","0.106SOL","2025-07-29 16:13:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 16:11:01","1091607838","ADAUSDC","Stop-Market","BUY","0","6.7ADA","2025-07-29 16:12:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:11:01","2269686216","SOLUSDC","Stop-Market","BUY","0","0.039SOL","2025-07-29 16:12:03","0SOL","0","0USDC","CANCELED"
"2025-07-29 16:10:03","2269681468","SOLUSDC","Stop-Market","BUY","0","0.039SOL","2025-07-29 16:11:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 16:10:01","1091604296","ADAUSDC","Stop-Market","BUY","0","6.7ADA","2025-07-29 16:11:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:09:02","2269676869","SOLUSDC","Stop-Market","BUY","0","0.029SOL","2025-07-29 16:10:04","0SOL","0","0USDC","CANCELED"
"2025-07-29 16:09:02","1091601390","ADAUSDC","Stop-Market","BUY","0","32ADA","2025-07-29 16:09:05","32ADA","0.7779","24.8928USDC","FILLED"
"2025-07-29 16:09:02","1391848594","DOGEUSDC","Stop-Market","BUY","0","203DOGE","2025-07-29 17:04:14","203DOGE","0.22212","45.09036USDC","FILLED"
"2025-07-29 16:08:00","1391844238","DOGEUSDC","Stop-Market","BUY","0","210DOGE","2025-07-29 16:09:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:08:00","1091598701","ADAUSDC","Stop-Market","BUY","0","18.5ADA","2025-07-29 16:09:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 16:07:02","2269667019","SOLUSDC","Stop-Market","BUY","0","0.157SOL","2025-07-29 16:07:26","0.157SOL","180.45","28.33065USDC","FILLED"
"2025-07-29 16:07:01","1391840239","DOGEUSDC","Stop-Market","BUY","0","211DOGE","2025-07-29 16:07:24","211DOGE","0.22195","46.83145USDC","FILLED"
"2025-07-29 16:06:02","2269662383","SOLUSDC","Stop-Market","BUY","0","0.131SOL","2025-07-29 16:07:02","0SOL","0","0USDC","CANCELED"
"2025-07-29 16:06:01","1391836444","DOGEUSDC","Stop-Market","BUY","0","167DOGE","2025-07-29 16:07:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 16:05:01","1091591931","ADAUSDC","Stop-Market","BUY","0","32.4ADA","2025-07-29 16:05:03","32.4ADA","0.7806","25.29144USDC","FILLED"
"2025-07-29 16:00:04","1391816999","DOGEUSDC","Stop-Market","BUY","0","144DOGE","2025-07-29 16:15:04","0DOGE","0","0USDC","CANCELED"
"2025-07-29 15:45:02","1391754773","DOGEUSDC","Stop-Market","BUY","0","837DOGE","2025-07-29 15:45:28","837DOGE","0.22257","186.29109USDC","FILLED"
"2025-07-29 15:36:02","1391711685","DOGEUSDC","Stop-Market","BUY","0","35DOGE","2025-07-29 15:36:18","35DOGE","0.22124","7.7434USDC","FILLED"
"2025-07-29 15:35:01","1391705951","DOGEUSDC","Stop-Market","BUY","0","78DOGE","2025-07-29 15:36:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 15:09:02","2269325475","SOLUSDC","Stop-Market","BUY","0","0.085SOL","2025-07-29 15:09:51","0.085SOL","179.92","15.2932USDC","FILLED"
"2025-07-29 15:03:01","1091383291","ADAUSDC","Stop-Market","BUY","0","21.8ADA","2025-07-29 15:06:00","0ADA","0","0USDC","CANCELED"
"2025-07-29 15:03:01","1391557840","DOGEUSDC","Stop-Market","BUY","0","53DOGE","2025-07-29 15:06:01","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:56:02","1391522865","DOGEUSDC","Stop-Market","BUY","0","473DOGE","2025-07-29 14:56:11","473DOGE","0.22233406","105.16401USDC","FILLED"
"2025-07-29 14:56:01","2269202334","SOLUSDC","Stop-Market","BUY","0","0.113SOL","2025-07-29 14:56:21","0.113SOL","180.3","20.3739USDC","FILLED"
"2025-07-29 14:56:01","1091351838","ADAUSDC","Stop-Market","BUY","0","6.7ADA","2025-07-29 14:56:11","6.7ADA","0.7782","5.21394USDC","FILLED"
"2025-07-29 14:55:02","2269189024","SOLUSDC","Stop-Market","BUY","0","0.029SOL","2025-07-29 14:55:49","0.029SOL","180.1","5.2229USDC","FILLED"
"2025-07-29 14:55:01","1091345098","ADAUSDC","Stop-Market","BUY","0","95.4ADA","2025-07-29 14:55:54","95.4ADA","0.7782","74.24028USDC","FILLED"
"2025-07-29 14:55:01","1391513181","DOGEUSDC","Stop-Market","BUY","0","364DOGE","2025-07-29 14:56:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:54:01","2269177574","SOLUSDC","Stop-Market","BUY","0","0.295SOL","2025-07-29 14:54:15","0.295SOL","180.08","53.1236USDC","FILLED"
"2025-07-29 14:54:00","1391504091","DOGEUSDC","Stop-Market","BUY","0","305DOGE","2025-07-29 14:55:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:15:03","1391341254","DOGEUSDC","Stop-Market","BUY","0","107DOGE","2025-07-29 14:15:34","107DOGE","0.22545832","24.12404USDC","FILLED"
"2025-07-29 14:15:02","1091202175","ADAUSDC","Stop-Market","BUY","0","27.6ADA","2025-07-29 14:16:30","27.6ADA","0.7876","21.73776USDC","FILLED"
"2025-07-29 14:12:02","1391326006","DOGEUSDC","Stop-Market","BUY","0","413DOGE","2025-07-29 14:12:56","413DOGE","0.22491","92.88783USDC","FILLED"
"2025-07-29 14:12:02","1091188786","ADAUSDC","Stop-Market","BUY","0","229.4ADA","2025-07-29 14:12:03","229.4ADA","0.7852","180.12488USDC","FILLED"
"2025-07-29 14:11:01","1091184068","ADAUSDC","Stop-Market","BUY","0","17.9ADA","2025-07-29 14:12:01","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:11:01","1391320503","DOGEUSDC","Stop-Market","BUY","0","20DOGE","2025-07-29 14:12:01","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:10:01","1091178769","ADAUSDC","Stop-Market","BUY","0","21.3ADA","2025-07-29 14:11:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:10:00","1391314403","DOGEUSDC","Stop-Market","BUY","0","351DOGE","2025-07-29 14:10:16","351DOGE","0.22464","78.84864USDC","FILLED"
"2025-07-29 14:09:02","1091172087","ADAUSDC","Stop-Market","BUY","0","155.9ADA","2025-07-29 14:09:25","155.9ADA","0.7841","122.24119USDC","FILLED"
"2025-07-29 14:09:01","1091171988","ADAUSDC","Stop-Market","BUY","0","219.8ADA","2025-07-29 14:12:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:09:01","1391307608","DOGEUSDC","Stop-Market","BUY","0","369DOGE","2025-07-29 14:12:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:08:02","1091165610","ADAUSDC","Stop-Market","BUY","0","147.5ADA","2025-07-29 14:09:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:07:02","1091159321","ADAUSDC","Stop-Market","BUY","0","127.8ADA","2025-07-29 14:08:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:06:02","1391285594","DOGEUSDC","Stop-Market","BUY","0","148DOGE","2025-07-29 14:09:02","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:06:02","1091152340","ADAUSDC","Stop-Market","BUY","0","83.1ADA","2025-07-29 14:07:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:06:01","1091152195","ADAUSDC","Stop-Market","BUY","0","157.5ADA","2025-07-29 14:09:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:05:01","1091145589","ADAUSDC","Stop-Market","BUY","0","63.3ADA","2025-07-29 14:06:03","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:04:01","1091139479","ADAUSDC","Stop-Market","BUY","0","41.7ADA","2025-07-29 14:05:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:03:02","1091134051","ADAUSDC","Stop-Market","BUY","0","19.6ADA","2025-07-29 14:04:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:03:01","1391262392","DOGEUSDC","Stop-Market","BUY","0","18DOGE","2025-07-29 14:06:03","0DOGE","0","0USDC","CANCELED"
"2025-07-29 14:03:01","1091133976","ADAUSDC","Stop-Market","BUY","0","108.1ADA","2025-07-29 14:06:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:01:01","1091123620","ADAUSDC","Stop-Market","BUY","0","10.5ADA","2025-07-29 14:03:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 14:00:03","1391244516","DOGEUSDC","Stop-Market","BUY","0","340DOGE","2025-07-29 14:00:11","340DOGE","0.22743","77.3262USDC","FILLED"
"2025-07-29 14:00:02","1091119296","ADAUSDC","Stop-Market","BUY","0","97.9ADA","2025-07-29 14:03:02","0ADA","0","0USDC","CANCELED"
"2025-07-29 13:59:02","1391240096","DOGEUSDC","Stop-Market","BUY","0","283DOGE","2025-07-29 13:59:20","283DOGE","0.22714","64.28062USDC","FILLED"
"2025-07-29 13:59:02","1091116395","ADAUSDC","Stop-Market","BUY","0","80.1ADA","2025-07-29 13:59:17","80.1ADA","0.7919","63.43119USDC","FILLED"
