"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2025-07-21 08:34:03","1062461837","ADAUSDC","Stop-Market","SELL","0","43.9ADA","2025-07-21 08:35:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 08:33:03","1062457747","ADAUSDC","Stop-Market","SELL","0","29.9ADA","2025-07-21 08:34:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 08:31:03","1062451004","ADAUSDC","Stop-Market","SELL","0","25.9ADA","2025-07-21 08:32:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 08:28:03","1062443891","ADAUSDC","Stop-Market","SELL","0","46.8ADA","2025-07-21 08:28:27","46.8ADA","0.8965","41.9562USDC","FILLED"
"2025-07-21 08:00:06","1062372341","ADAUSDC","Stop-Market","SELL","0","948ADA","2025-07-21 08:41:07","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:50:04","1062346677","ADAUSDC","Stop-Market","SELL","0","6.7ADA","2025-07-21 07:55:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:45:04","1062331439","ADAUSDC","Stop-Market","SELL","0","12.4ADA","2025-07-21 07:50:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:40:03","1062318794","ADAUSDC","Stop-Market","SELL","0","145.4ADA","2025-07-21 07:41:12","145.4ADA","0.8921","129.71134USDC","FILLED"
"2025-07-21 07:36:03","1062308216","ADAUSDC","Stop-Market","SELL","0","31.4ADA","2025-07-21 07:37:02","31.4ADA","0.8955","28.1187USDC","FILLED"
"2025-07-21 07:35:03","1062306285","ADAUSDC","Stop-Market","SELL","0","7.4ADA","2025-07-21 07:36:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:33:04","1062301949","ADAUSDC","Stop-Market","SELL","0","17.4ADA","2025-07-21 07:34:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:32:03","1062299347","ADAUSDC","Stop-Market","SELL","0","20.4ADA","2025-07-21 07:33:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:31:03","1062296067","ADAUSDC","Stop-Market","SELL","0","118.9ADA","2025-07-21 07:31:13","118.9ADA","0.8942","106.32038USDC","FILLED"
"2025-07-21 07:30:03","1062292110","ADAUSDC","Stop-Market","SELL","0","89.9ADA","2025-07-21 07:31:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:30:00","1062292022","ADAUSDC","Stop-Market","SELL","0","4307.2ADA","2025-07-21 08:41:45","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:29:28","1062290774","ADAUSDC","Stop-Market","SELL","0","406.6ADA","2025-07-21 08:00:05","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:29:03","1062289933","ADAUSDC","Stop-Market","SELL","0","68.2ADA","2025-07-21 07:30:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:28:28","1062288781","ADAUSDC","Stop-Market","SELL","0","319.9ADA","2025-07-21 09:10:42","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:28:03","1062288461","ADAUSDC","Stop-Market","SELL","0","56ADA","2025-07-21 07:29:03","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:15:04","1062263409","ADAUSDC","Stop-Market","SELL","0","91.7ADA","2025-07-21 07:15:14","91.7ADA","0.8886","81.48462USDC","FILLED"
"2025-07-21 07:15:02","1062263336","ADAUSDC","Stop-Market","SELL","0","70.1ADA","2025-07-21 07:28:27","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:07:49","1062243510","ADAUSDC","Stop-Market","SELL","0","134.8ADA","2025-07-21 07:08:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:07:44","1062243283","ADAUSDC","Stop-Market","SELL","0","134.8ADA","2025-07-21 07:07:47","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:07:02","1062240597","ADAUSDC","Stop-Market","SELL","0","138.5ADA","2025-07-21 07:07:10","138.5ADA","0.8897","123.22345USDC","FILLED"
"2025-07-21 07:06:02","1062236911","ADAUSDC","Stop-Market","SELL","0","107.4ADA","2025-07-21 07:07:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:05:01","1062233431","ADAUSDC","Stop-Market","SELL","0","49.7ADA","2025-07-21 07:06:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:04:03","1062228769","ADAUSDC","Stop-Market","SELL","0","49.7ADA","2025-07-21 07:05:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 07:00:02","1062220214","ADAUSDC","Stop-Market","SELL","0","15.7ADA","2025-07-21 07:15:02","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:45:06","1062180986","ADAUSDC","Stop-Market","SELL","0","230.7ADA","2025-07-21 06:45:18","230.7ADA","0.88","203.016USDC","FILLED"
"2025-07-21 06:35:02","1062146842","ADAUSDC","Stop-Market","SELL","0","26.8ADA","2025-07-21 06:37:09","26.8ADA","0.8825","23.651USDC","FILLED"
"2025-07-21 06:30:02","1062112932","ADAUSDC","Stop-Market","SELL","0","382.7ADA","2025-07-21 06:31:04","382.7ADA","0.8838","338.23026USDC","FILLED"
"2025-07-21 06:25:02","1062097407","ADAUSDC","Stop-Market","SELL","0","332.1ADA","2025-07-21 06:30:02","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:20:02","1062080781","ADAUSDC","Stop-Market","SELL","0","257.7ADA","2025-07-21 06:25:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:15:02","1062067215","ADAUSDC","Stop-Market","SELL","0","230.9ADA","2025-07-21 06:20:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:12:02","1062061631","ADAUSDC","Stop-Market","SELL","0","315.6ADA","2025-07-21 06:13:53","315.6ADA","0.880302","277.82331USDC","FILLED"
"2025-07-21 06:10:04","1062058149","ADAUSDC","Stop-Market","SELL","0","202.7ADA","2025-07-21 06:15:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:09:02","1062055553","ADAUSDC","Stop-Market","SELL","0","287.8ADA","2025-07-21 06:12:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:06:02","1062047926","ADAUSDC","Stop-Market","SELL","0","247.2ADA","2025-07-21 06:09:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:03:02","1062039712","ADAUSDC","Stop-Market","SELL","0","206.7ADA","2025-07-21 06:03:13","206.7ADA","0.88050721","182.00084USDC","FILLED"
"2025-07-21 06:03:01","1062039685","ADAUSDC","Stop-Market","SELL","0","233.6ADA","2025-07-21 06:06:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:02:02","1062035372","ADAUSDC","Stop-Market","SELL","0","172.9ADA","2025-07-21 06:03:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:01:01","1062030338","ADAUSDC","Stop-Market","SELL","0","139.2ADA","2025-07-21 06:02:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:00:02","1062025988","ADAUSDC","Stop-Market","SELL","0","202.8ADA","2025-07-21 06:03:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 06:00:01","1062025762","ADAUSDC","Stop-Market","SELL","0","110.6ADA","2025-07-21 06:01:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:59:03","1062021238","ADAUSDC","Stop-Market","SELL","0","110.6ADA","2025-07-21 06:00:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:57:04","1062013656","ADAUSDC","Stop-Market","SELL","0","120.3ADA","2025-07-21 06:00:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:47:44","1061989169","ADAUSDC","Stop-Market","SELL","0","5029.2ADA","2025-07-21 07:30:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:47:10","1061988325","ADAUSDC","Stop-Market","SELL","0","546.3ADA","2025-07-21 07:29:28","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:40:01","1061975198","ADAUSDC","Stop-Market","SELL","0","97.4ADA","2025-07-21 05:41:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:39:01","1061973783","ADAUSDC","Stop-Market","SELL","0","97.4ADA","2025-07-21 05:40:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:38:01","1061971065","ADAUSDC","Stop-Market","SELL","0","80.5ADA","2025-07-21 05:39:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:37:01","1061969489","ADAUSDC","Stop-Market","SELL","0","60.7ADA","2025-07-21 05:38:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 05:36:02","1061967088","ADAUSDC","Stop-Market","SELL","0","60.7ADA","2025-07-21 05:37:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:51:02","1061897044","ADAUSDC","Stop-Market","SELL","0","74.2ADA","2025-07-21 04:51:56","74.2ADA","0.8694","64.50948USDC","FILLED"
"2025-07-21 04:49:01","1061892539","ADAUSDC","Stop-Market","SELL","0","11.5ADA","2025-07-21 04:49:43","11.5ADA","0.8702","10.0073USDC","FILLED"
"2025-07-21 04:48:02","1061890751","ADAUSDC","Stop-Market","SELL","0","11.5ADA","2025-07-21 04:49:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:47:02","1061889676","ADAUSDC","Stop-Market","SELL","0","8.1ADA","2025-07-21 04:48:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:46:02","1061888311","ADAUSDC","Stop-Market","SELL","0","129.5ADA","2025-07-21 04:46:18","129.5ADA","0.8698","112.6391USDC","FILLED"
"2025-07-21 04:45:02","1061887172","ADAUSDC","Stop-Market","SELL","0","117.8ADA","2025-07-21 04:46:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:44:01","1061885438","ADAUSDC","Stop-Market","SELL","0","99.9ADA","2025-07-21 04:45:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:43:01","1061884015","ADAUSDC","Stop-Market","SELL","0","87.5ADA","2025-07-21 04:44:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:42:02","1061882172","ADAUSDC","Stop-Market","SELL","0","72.1ADA","2025-07-21 04:43:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:18:02","1061841951","ADAUSDC","Stop-Market","BUY","0","101ADA","2025-07-21 04:18:45","101ADA","0.8639","87.2539USDC","FILLED"
"2025-07-21 04:00:03","1061809787","ADAUSDC","Stop-Market","SELL","0","488.7ADA","2025-07-21 05:47:10","0ADA","0","0USDC","CANCELED"
"2025-07-21 04:00:02","1061809746","ADAUSDC","Stop-Market","SELL","0","5034.8ADA","2025-07-21 05:47:44","0ADA","0","0USDC","CANCELED"
"2025-07-21 03:31:01","1061766212","ADAUSDC","Stop-Market","BUY","0","61.6ADA","2025-07-21 03:31:04","61.6ADA","0.8682","53.48112USDC","FILLED"
"2025-07-21 03:30:02","1061764701","ADAUSDC","Stop-Market","BUY","0","61.6ADA","2025-07-21 03:31:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 02:18:01","1061555400","ADAUSDC","Stop-Market","SELL","0","381.1ADA","2025-07-21 02:18:22","381.1ADA","0.8643","329.38473USDC","FILLED"
"2025-07-21 02:15:01","1061541346","ADAUSDC","Stop-Market","SELL","0","301.3ADA","2025-07-21 02:18:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 02:12:02","1061525315","ADAUSDC","Stop-Market","SELL","0","301.3ADA","2025-07-21 02:15:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:59:03","1061463612","ADAUSDC","Stop-Market","SELL","0","17.8ADA","2025-07-21 01:59:04","17.8ADA","0.8589","15.28842USDC","FILLED"
"2025-07-21 01:57:02","1061456329","ADAUSDC","Stop-Market","SELL","0","578.4ADA","2025-07-21 01:57:27","578.4ADA","0.85840112","496.49921USDC","FILLED"
"2025-07-21 01:56:02","1061453015","ADAUSDC","Stop-Market","SELL","0","505.8ADA","2025-07-21 01:57:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:55:03","1061447581","ADAUSDC","Stop-Market","SELL","0","457ADA","2025-07-21 01:56:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:54:02","1061442827","ADAUSDC","Stop-Market","SELL","0","407.6ADA","2025-07-21 01:55:02","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:53:02","1061437954","ADAUSDC","Stop-Market","SELL","0","273.3ADA","2025-07-21 01:54:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:52:02","1061433830","ADAUSDC","Stop-Market","SELL","0","211.8ADA","2025-07-21 01:53:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:51:02","1061429861","ADAUSDC","Stop-Market","SELL","0","211.8ADA","2025-07-21 01:52:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:50:02","1061425340","ADAUSDC","Stop-Market","SELL","0","128.7ADA","2025-07-21 01:51:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:49:03","1061420070","ADAUSDC","Stop-Market","SELL","0","111ADA","2025-07-21 01:50:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:28:03","1061327785","ADAUSDC","Stop-Market","BUY","0","96.6ADA","2025-07-21 01:28:19","96.6ADA","0.8471","81.82986USDC","FILLED"
"2025-07-21 01:26:16","1061320769","ADAUSDC","Stop-Market","SELL","0","5395.3ADA","2025-07-21 04:00:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 01:25:51","1061318882","ADAUSDC","Stop-Market","SELL","0","647.9ADA","2025-07-21 04:00:02","0ADA","0","0USDC","CANCELED"
"2025-07-21 00:24:03","1061056700","ADAUSDC","Stop-Market","BUY","0","450.9ADA","2025-07-21 00:24:13","450.9ADA","0.8454864","381.22982USDC","FILLED"
"2025-07-21 00:24:01","1061056468","ADAUSDC","Stop-Market","BUY","0","304.7ADA","2025-07-21 00:24:09","304.7ADA","0.845","257.4715USDC","FILLED"
"2025-07-21 00:23:01","1061051814","ADAUSDC","Stop-Market","BUY","0","304.7ADA","2025-07-21 00:24:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 00:22:02","1061046581","ADAUSDC","Stop-Market","BUY","0","260ADA","2025-07-21 00:23:00","0ADA","0","0USDC","CANCELED"
"2025-07-21 00:21:03","1061040923","ADAUSDC","Stop-Market","BUY","0","337.8ADA","2025-07-21 00:24:01","0ADA","0","0USDC","CANCELED"
"2025-07-21 00:00:03","1060934487","ADAUSDC","Stop-Market","SELL","0","496.8ADA","2025-07-21 01:25:50","0ADA","0","0USDC","CANCELED"
"2025-07-20 23:06:02","1060733390","ADAUSDC","Stop-Market","BUY","0","197.3ADA","2025-07-20 23:06:04","197.3ADA","0.8533","168.35609USDC","FILLED"
"2025-07-20 22:54:02","1060680145","ADAUSDC","Stop-Market","SELL","0","139.9ADA","2025-07-20 22:59:40","139.9ADA","0.858","120.0342USDC","FILLED"
"2025-07-20 22:27:02","1060554615","ADAUSDC","Stop-Market","BUY","0","610.7ADA","2025-07-20 22:27:36","610.7ADA","0.8543","521.72101USDC","FILLED"
"2025-07-20 22:19:01","1060486119","ADAUSDC","Stop-Market","BUY","0","1903.1ADA","2025-07-20 22:19:45","1903.1ADA","0.84780333","1613.45451USDC","FILLED"
"2025-07-20 22:18:01","1060466495","ADAUSDC","Stop-Market","BUY","0","963.6ADA","2025-07-20 22:19:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:17:02","1060452266","ADAUSDC","Stop-Market","BUY","0","963.6ADA","2025-07-20 22:18:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:16:02","1060433887","ADAUSDC","Stop-Market","BUY","0","898.1ADA","2025-07-20 22:17:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:15:02","1060426530","ADAUSDC","Stop-Market","BUY","0","739.4ADA","2025-07-20 22:16:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:14:01","1060418659","ADAUSDC","Stop-Market","BUY","0","739.4ADA","2025-07-20 22:15:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:13:01","1060409158","ADAUSDC","Stop-Market","BUY","0","517.2ADA","2025-07-20 22:14:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:12:01","1060404243","ADAUSDC","Stop-Market","BUY","0","447.6ADA","2025-07-20 22:13:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:11:01","1060400253","ADAUSDC","Stop-Market","BUY","0","410.2ADA","2025-07-20 22:12:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:10:02","1060395165","ADAUSDC","Stop-Market","BUY","0","410.2ADA","2025-07-20 22:11:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:09:03","1060388692","ADAUSDC","Stop-Market","BUY","0","332.8ADA","2025-07-20 22:10:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 22:00:02","1060342414","ADAUSDC","Stop-Market","SELL","0","43.2ADA","2025-07-20 22:12:58","43.2ADA","0.85983148","37.14472USDC","FILLED"
"2025-07-20 21:21:02","1060282659","ADAUSDC","Stop-Market","BUY","0","456.2ADA","2025-07-20 21:21:42","456.2ADA","0.8652","394.70424USDC","FILLED"
"2025-07-20 21:08:01","1060230585","ADAUSDC","Stop-Market","BUY","0","504.7ADA","2025-07-20 21:24:45","504.7ADA","0.8677","437.92819USDC","FILLED"
"2025-07-20 21:07:01","1060227793","ADAUSDC","Stop-Market","BUY","0","504.7ADA","2025-07-20 21:08:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 21:05:01","1060219336","ADAUSDC","Stop-Market","BUY","0","396.5ADA","2025-07-20 21:06:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 21:04:01","1060214380","ADAUSDC","Stop-Market","BUY","0","203.9ADA","2025-07-20 21:05:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 21:03:02","1060210391","ADAUSDC","Stop-Market","BUY","0","203.9ADA","2025-07-20 21:04:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 20:54:01","1060176745","ADAUSDC","Stop-Market","SELL","0","99.9ADA","2025-07-20 20:54:05","99.9ADA","0.87770631","87.68286USDC","FILLED"
"2025-07-20 20:53:01","1060174415","ADAUSDC","Stop-Market","SELL","0","54.8ADA","2025-07-20 20:54:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 20:52:01","1060170751","ADAUSDC","Stop-Market","SELL","0","40.7ADA","2025-07-20 20:53:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 20:51:02","1060167692","ADAUSDC","Stop-Market","SELL","0","40.7ADA","2025-07-20 20:52:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 20:48:02","1060158995","ADAUSDC","Stop-Market","SELL","0","85.9ADA","2025-07-20 20:48:16","85.9ADA","0.8732","75.00788USDC","FILLED"
"2025-07-20 20:47:02","1060157383","ADAUSDC","Stop-Market","SELL","0","76ADA","2025-07-20 20:48:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 20:46:03","1060153903","ADAUSDC","Stop-Market","SELL","0","58.2ADA","2025-07-20 20:47:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 20:09:02","1060039072","ADAUSDC","Stop-Market","BUY","0","265.3ADA","2025-07-20 20:12:24","265.3ADA","0.86549246","229.61515USDC","FILLED"
"2025-07-20 20:00:03","1059984580","ADAUSDC","Stop-Market","SELL","0","541.4ADA","2025-07-20 22:13:29","541.4ADA","0.85663918","463.78445USDC","FILLED"
"2025-07-20 20:00:02","1059984467","ADAUSDC","Stop-Market","SELL","0","12.9ADA","2025-07-20 22:00:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:15:02","1059857355","ADAUSDC","Stop-Market","SELL","0","213ADA","2025-07-20 19:16:26","213ADA","0.8733","186.0129USDC","FILLED"
"2025-07-20 19:15:02","1059857366","ADAUSDC","Stop-Market","SELL","0","213.7ADA","2025-07-20 19:16:27","213.7ADA","0.87302527","186.5655USDC","FILLED"
"2025-07-20 19:12:02","1059849136","ADAUSDC","Stop-Market","SELL","0","183.7ADA","2025-07-20 19:15:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:09:03","1059836572","ADAUSDC","Stop-Market","SELL","0","161.7ADA","2025-07-20 19:12:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:07:01","1059831370","ADAUSDC","Stop-Market","SELL","0","8.5ADA","2025-07-20 19:16:32","8.5ADA","0.872","7.412USDC","FILLED"
"2025-07-20 19:06:01","1059828436","ADAUSDC","Stop-Market","SELL","0","8.5ADA","2025-07-20 19:07:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:05:01","1059824669","ADAUSDC","Stop-Market","SELL","0","311.3ADA","2025-07-20 19:05:06","311.3ADA","0.8723","271.54699USDC","FILLED"
"2025-07-20 19:04:01","1059820233","ADAUSDC","Stop-Market","SELL","0","311.3ADA","2025-07-20 19:05:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:03:01","1059815590","ADAUSDC","Stop-Market","SELL","0","232.2ADA","2025-07-20 19:04:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:02:01","1059810583","ADAUSDC","Stop-Market","SELL","0","224ADA","2025-07-20 19:03:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:01:01","1059806674","ADAUSDC","Stop-Market","SELL","0","177.2ADA","2025-07-20 19:02:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 19:00:02","1059802580","ADAUSDC","Stop-Market","SELL","0","177.2ADA","2025-07-20 19:01:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 18:59:02","1059799369","ADAUSDC","Stop-Market","SELL","0","134.6ADA","2025-07-20 19:00:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 18:57:02","1059793137","ADAUSDC","Stop-Market","SELL","0","118.4ADA","2025-07-20 18:58:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 18:56:01","1059790317","ADAUSDC","Stop-Market","SELL","0","102.6ADA","2025-07-20 18:57:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 18:55:01","1059787267","ADAUSDC","Stop-Market","SELL","0","83.2ADA","2025-07-20 18:56:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 18:54:02","1059784112","ADAUSDC","Stop-Market","SELL","0","60.2ADA","2025-07-20 18:55:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 18:21:02","1059698445","ADAUSDC","Stop-Market","BUY","0","178.1ADA","2025-07-20 18:21:03","178.1ADA","0.8581","152.82761USDC","FILLED"
"2025-07-20 18:00:02","1059638615","ADAUSDC","Stop-Market","SELL","0","668.5ADA","2025-07-20 18:17:53","668.5ADA","0.8575","573.23875USDC","FILLED"
"2025-07-20 17:49:01","1059593323","ADAUSDC","Stop-Market","BUY","0","321.8ADA","2025-07-20 17:49:32","321.8ADA","0.864","278.0352USDC","FILLED"
"2025-07-20 17:48:01","1059588985","ADAUSDC","Stop-Market","BUY","0","293ADA","2025-07-20 17:49:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 17:47:01","1059585072","ADAUSDC","Stop-Market","BUY","0","257.6ADA","2025-07-20 17:48:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 17:46:01","1059579389","ADAUSDC","Stop-Market","BUY","0","217.6ADA","2025-07-20 17:47:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 17:45:02","1059574096","ADAUSDC","Stop-Market","BUY","0","217.6ADA","2025-07-20 17:46:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 17:30:02","1059516339","ADAUSDC","Stop-Market","SELL","0","164.6ADA","2025-07-20 17:54:13","164.6ADA","0.85933147","141.44596USDC","FILLED"
"2025-07-20 17:15:01","1059461031","ADAUSDC","Stop-Market","BUY","0","243.2ADA","2025-07-20 17:17:43","243.2ADA","0.8686","211.24352USDC","FILLED"
"2025-07-20 17:12:02","1059451924","ADAUSDC","Stop-Market","BUY","0","243.2ADA","2025-07-20 17:15:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 17:00:03","1059382726","ADAUSDC","Stop-Market","SELL","0","319.2ADA","2025-07-20 17:00:16","319.2ADA","0.8708","277.95936USDC","FILLED"
"2025-07-20 16:25:02","1059270597","ADAUSDC","Stop-Market","BUY","0","225.7ADA","2025-07-20 16:25:29","225.7ADA","0.8671","195.70447USDC","FILLED"
"2025-07-20 16:06:01","1059185207","ADAUSDC","Stop-Market","SELL","0","8.3ADA","2025-07-20 16:10:23","8.3ADA","0.87","7.221USDC","FILLED"
"2025-07-20 16:03:01","1059169803","ADAUSDC","Stop-Market","SELL","0","8.3ADA","2025-07-20 16:06:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 16:00:03","1059155735","ADAUSDC","Stop-Market","SELL","0","388.7ADA","2025-07-20 20:00:02","0ADA","0","0USDC","CANCELED"
"2025-07-20 16:00:02","1059155690","ADAUSDC","Stop-Market","SELL","0","560.2ADA","2025-07-20 18:00:02","0ADA","0","0USDC","CANCELED"
"2025-07-20 16:00:01","1059155683","ADAUSDC","Stop-Market","SELL","0","13ADA","2025-07-20 16:00:24","13ADA","0.8704","11.3152USDC","FILLED"
"2025-07-20 15:57:01","1059147129","ADAUSDC","Stop-Market","SELL","0","166.8ADA","2025-07-20 15:57:04","166.8ADA","0.8712","145.31616USDC","FILLED"
"2025-07-20 15:54:02","1059138775","ADAUSDC","Stop-Market","SELL","0","127.4ADA","2025-07-20 15:57:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 15:37:01","1059090104","ADAUSDC","Stop-Market","SELL","0","92.4ADA","2025-07-20 15:37:48","92.4ADA","0.86591634","80.01067USDC","FILLED"
"2025-07-20 15:35:01","1059083049","ADAUSDC","Stop-Market","SELL","0","60.6ADA","2025-07-20 15:36:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 15:34:02","1059079218","ADAUSDC","Stop-Market","SELL","0","60.6ADA","2025-07-20 15:35:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 14:55:01","1058978902","ADAUSDC","Stop-Market","BUY","0","315.3ADA","2025-07-20 14:55:28","315.3ADA","0.8616","271.66248USDC","FILLED"
"2025-07-20 14:54:01","1058975646","ADAUSDC","Stop-Market","BUY","0","262.5ADA","2025-07-20 14:55:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 14:53:01","1058972645","ADAUSDC","Stop-Market","BUY","0","171.3ADA","2025-07-20 14:54:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 14:52:02","1058970021","ADAUSDC","Stop-Market","BUY","0","171.3ADA","2025-07-20 14:53:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 14:05:03","1058758450","ADAUSDC","Stop-Market","SELL","0","392.2ADA","2025-07-20 14:05:07","392.2ADA","0.8634","338.62548USDC","FILLED"
"2025-07-20 14:04:09","1058756201","ADAUSDC","Stop-Market","SELL","0","4457.3ADA","2025-07-21 01:26:15","0ADA","0","0USDC","CANCELED"
"2025-07-20 14:03:01","1058752117","ADAUSDC","Stop-Market","SELL","0","31.4ADA","2025-07-20 14:04:19","31.4ADA","0.8636","27.11704USDC","FILLED"
"2025-07-20 14:00:03","1058741352","ADAUSDC","Stop-Market","SELL","0","138.7ADA","2025-07-20 14:00:18","138.7ADA","0.8656","120.05872USDC","FILLED"
"2025-07-20 14:00:02","1058741233","ADAUSDC","Stop-Market","SELL","0","290.1ADA","2025-07-20 14:05:02","0ADA","0","0USDC","CANCELED"
"2025-07-20 13:59:01","1058739452","ADAUSDC","Stop-Market","SELL","0","201.1ADA","2025-07-20 14:00:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 13:58:01","1058736878","ADAUSDC","Stop-Market","SELL","0","177.3ADA","2025-07-20 13:59:01","0ADA","0","0USDC","CANCELED"
"2025-07-20 13:57:26","1058735747","ADAUSDC","Stop-Market","SELL","0","280.8ADA","2025-07-20 14:00:00","0ADA","0","0USDC","CANCELED"
"2025-07-20 13:57:01","1058734707","ADAUSDC","Stop-Market","SELL","0","186.3ADA","2025-07-20 13:58:01","0ADA","0","0USDC","CANCELED"
